Registration Year,EV Registrations,State,County GEOID,ZIP Code,County
2021,2,North Carolina,,27010,
2022,3,North Carolina,,27010,
2023,2,North Carolina,,27010,
2020,1,North Carolina,,27011,
2021,1,North Carolina,,27011,
2022,4,North Carolina,,27011,
2023,18,North Carolina,,27011,
2024,4,North Carolina,,27011,
2020,30,North Carolina,,27012,
2021,37,North Carolina,,27012,
2022,114,North Carolina,,27012,
2023,305,North Carolina,,27012,
2024,50,North Carolina,,27012,
2020,8,North Carolina,,27013,
2021,3,North Carolina,,27013,
2022,8,North Carolina,,27013,
2023,28,North Carolina,,27013,
2024,4,North Carolina,,27013,
2021,2,North Carolina,,27014,
2022,1,North Carolina,,27014,
2023,5,North Carolina,,27014,
2024,1,North Carolina,,27014,
2022,3,North Carolina,,27016,
2023,7,North Carolina,,27016,
2020,2,North Carolina,,27017,
2021,6,North Carolina,,27017,
2022,3,North Carolina,,27017,
2023,22,North Carolina,,27017,
2024,8,North Carolina,,27017,
2020,2,North Carolina,,27018,
2021,1,North Carolina,,27018,
2022,5,North Carolina,,27018,
2023,28,North Carolina,,27018,
2024,1,North Carolina,,27018,
2020,1,North Carolina,,27019,
2022,1,North Carolina,,27019,
2023,9,North Carolina,,27019,
2024,1,North Carolina,,27019,
2020,1,North Carolina,,27020,
2021,2,North Carolina,,27020,
2022,5,North Carolina,,27020,
2023,13,North Carolina,,27020,
2024,1,North Carolina,,27020,
2020,4,North Carolina,,27021,
2021,11,North Carolina,,27021,
2022,26,North Carolina,,27021,
2023,55,North Carolina,,27021,
2024,7,North Carolina,,27021,
2022,3,North Carolina,,27022,
2023,3,North Carolina,,27022,
2024,2,North Carolina,,27022,
2020,26,North Carolina,,27023,
2021,24,North Carolina,,27023,
2022,73,North Carolina,,27023,
2023,182,North Carolina,,27023,
2024,38,North Carolina,,27023,
2020,1,North Carolina,,27024,
2022,2,North Carolina,,27024,
2023,2,North Carolina,,27024,
2024,3,North Carolina,,27024,
2020,3,North Carolina,,27025,
2021,6,North Carolina,,27025,
2022,4,North Carolina,,27025,
2023,30,North Carolina,,27025,
2024,8,North Carolina,,27025,
2021,1,North Carolina,,27027,
2022,2,North Carolina,,27027,
2023,5,North Carolina,,27027,
2024,2,North Carolina,,27027,
2020,9,North Carolina,,27028,
2021,18,North Carolina,,27028,
2022,45,North Carolina,,27028,
2023,105,North Carolina,,27028,
2024,23,North Carolina,,27028,
2020,15,North Carolina,,27030,
2021,17,North Carolina,,27030,
2022,40,North Carolina,,27030,
2023,106,North Carolina,,27030,
2024,17,North Carolina,,27030,
2020,13,North Carolina,,27040,
2021,17,North Carolina,,27040,
2022,41,North Carolina,,27040,
2023,136,North Carolina,,27040,
2024,24,North Carolina,,27040,
2020,5,North Carolina,,27041,
2021,7,North Carolina,,27041,
2022,21,North Carolina,,27041,
2023,45,North Carolina,,27041,
2024,5,North Carolina,,27041,
2023,1,North Carolina,,27042,
2020,7,North Carolina,,27043,
2021,2,North Carolina,,27043,
2022,12,North Carolina,,27043,
2023,22,North Carolina,,27043,
2024,4,North Carolina,,27043,
2020,3,North Carolina,,27045,
2021,4,North Carolina,,27045,
2022,13,North Carolina,,27045,
2023,30,North Carolina,,27045,
2024,8,North Carolina,,27045,
2020,1,North Carolina,,27046,
2021,2,North Carolina,,27046,
2022,2,North Carolina,,27046,
2023,2,North Carolina,,27046,
2024,2,North Carolina,,27046,
2022,1,North Carolina,,27047,
2023,4,North Carolina,,27047,
2020,4,North Carolina,,27048,
2021,1,North Carolina,,27048,
2022,14,North Carolina,,27048,
2023,24,North Carolina,,27048,
2024,3,North Carolina,,27048,
2020,3,North Carolina,,27050,
2022,4,North Carolina,,27050,
2023,11,North Carolina,,27050,
2024,2,North Carolina,,27050,
2020,3,North Carolina,,27051,
2021,4,North Carolina,,27051,
2022,8,North Carolina,,27051,
2023,28,North Carolina,,27051,
2024,4,North Carolina,,27051,
2020,3,North Carolina,,27052,
2021,4,North Carolina,,27052,
2022,15,North Carolina,,27052,
2023,23,North Carolina,,27052,
2024,3,North Carolina,,27052,
2020,1,North Carolina,,27053,
2021,1,North Carolina,,27053,
2022,1,North Carolina,,27053,
2023,8,North Carolina,,27053,
2024,4,North Carolina,,27053,
2023,1,North Carolina,,27054,
2024,1,North Carolina,,27054,
2020,11,North Carolina,,27055,
2021,3,North Carolina,,27055,
2022,21,North Carolina,,27055,
2023,44,North Carolina,,27055,
2024,12,North Carolina,,27055,
2013,6,North Carolina,,27101,
2020,25,North Carolina,,27101,
2021,21,North Carolina,,27101,
2022,53,North Carolina,,27101,
2023,162,North Carolina,,27101,
2024,32,North Carolina,,27101,
2020,28,North Carolina,,27103,
2021,29,North Carolina,,27103,
2022,91,North Carolina,,27103,
2023,236,North Carolina,,27103,
2024,56,North Carolina,,27103,
2020,48,North Carolina,,27104,
2021,69,North Carolina,,27104,
2022,153,North Carolina,,27104,
2023,404,North Carolina,,27104,
2024,78,North Carolina,,27104,
2020,4,North Carolina,,27105,
2021,13,North Carolina,,27105,
2022,15,North Carolina,,27105,
2023,54,North Carolina,,27105,
2024,22,North Carolina,,27105,
2020,62,North Carolina,,27106,
2021,72,North Carolina,,27106,
2022,192,North Carolina,,27106,
2023,504,North Carolina,,27106,
2024,119,North Carolina,,27106,
2020,21,North Carolina,,27107,
2021,33,North Carolina,,27107,
2022,61,North Carolina,,27107,
2023,155,North Carolina,,27107,
2024,34,North Carolina,,27107,
2021,2,North Carolina,,27109,
2022,1,North Carolina,,27109,
2023,4,North Carolina,,27109,
2024,3,North Carolina,,27109,
2020,20,North Carolina,,27127,
2021,31,North Carolina,,27127,
2022,81,North Carolina,,27127,
2023,202,North Carolina,,27127,
2024,27,North Carolina,,27127,
2020,4,North Carolina,,27203,
2021,6,North Carolina,,27203,
2022,8,North Carolina,,27203,
2023,39,North Carolina,,27203,
2024,8,North Carolina,,27203,
2015,1,North Carolina,,27205,
2020,14,North Carolina,,27205,
2021,33,North Carolina,,27205,
2022,44,North Carolina,,27205,
2023,166,North Carolina,,27205,
2024,32,North Carolina,,27205,
2023,15,North Carolina,,27207,
2024,1,North Carolina,,27207,
2023,2,North Carolina,,27208,
2020,1,North Carolina,,27209,
2021,1,North Carolina,,27209,
2022,2,North Carolina,,27209,
2023,7,North Carolina,,27209,
2024,1,North Carolina,,27209,
2024,1,North Carolina,,27212,
2020,13,North Carolina,,27214,
2021,10,North Carolina,,27214,
2022,29,North Carolina,,27214,
2023,97,North Carolina,,27214,
2024,13,North Carolina,,27214,
2020,53,North Carolina,,27215,
2021,40,North Carolina,,27215,
2022,131,North Carolina,,27215,
2023,348,North Carolina,,27215,
2024,73,North Carolina,,27215,
2020,16,North Carolina,,27217,
2021,18,North Carolina,,27217,
2022,32,North Carolina,,27217,
2023,92,North Carolina,,27217,
2024,17,North Carolina,,27217,
2023,2,North Carolina,,27228,
2020,1,North Carolina,,27229,
2022,2,North Carolina,,27229,
2023,4,North Carolina,,27229,
2024,1,North Carolina,,27229,
2020,4,North Carolina,,27231,
2021,3,North Carolina,,27231,
2022,11,North Carolina,,27231,
2023,24,North Carolina,,27231,
2024,5,North Carolina,,27231,
2020,2,North Carolina,,27233,
2021,1,North Carolina,,27233,
2022,4,North Carolina,,27233,
2023,13,North Carolina,,27233,
2024,1,North Carolina,,27233,
2020,7,North Carolina,,27235,
2021,10,North Carolina,,27235,
2022,29,North Carolina,,27235,
2023,75,North Carolina,,27235,
2024,15,North Carolina,,27235,
2020,1,North Carolina,,27239,
2021,5,North Carolina,,27239,
2022,10,North Carolina,,27239,
2023,20,North Carolina,,27239,
2024,2,North Carolina,,27239,
2022,1,North Carolina,,27242,
2024,2,North Carolina,,27242,
2020,7,North Carolina,,27243,
2021,12,North Carolina,,27243,
2022,22,North Carolina,,27243,
2023,55,North Carolina,,27243,
2024,15,North Carolina,,27243,
2020,14,North Carolina,,27244,
2021,22,North Carolina,,27244,
2022,41,North Carolina,,27244,
2023,125,North Carolina,,27244,
2024,14,North Carolina,,27244,
2020,1,North Carolina,,27248,
2021,1,North Carolina,,27248,
2022,5,North Carolina,,27248,
2023,13,North Carolina,,27248,
2024,2,North Carolina,,27248,
2020,6,North Carolina,,27249,
2021,7,North Carolina,,27249,
2022,20,North Carolina,,27249,
2023,48,North Carolina,,27249,
2024,12,North Carolina,,27249,
2021,1,North Carolina,,27252,
2022,3,North Carolina,,27252,
2023,5,North Carolina,,27252,
2024,3,North Carolina,,27252,
2020,19,North Carolina,,27253,
2021,25,North Carolina,,27253,
2022,63,North Carolina,,27253,
2023,188,North Carolina,,27253,
2024,37,North Carolina,,27253,
2020,7,North Carolina,,27258,
2021,7,North Carolina,,27258,
2022,14,North Carolina,,27258,
2023,38,North Carolina,,27258,
2024,7,North Carolina,,27258,
2020,6,North Carolina,,27260,
2021,10,North Carolina,,27260,
2022,14,North Carolina,,27260,
2023,55,North Carolina,,27260,
2024,14,North Carolina,,27260,
2020,14,North Carolina,,27262,
2021,19,North Carolina,,27262,
2022,50,North Carolina,,27262,
2023,132,North Carolina,,27262,
2024,26,North Carolina,,27262,
2020,4,North Carolina,,27263,
2021,10,North Carolina,,27263,
2022,19,North Carolina,,27263,
2023,73,North Carolina,,27263,
2024,14,North Carolina,,27263,
2020,46,North Carolina,,27265,
2021,59,North Carolina,,27265,
2022,188,North Carolina,,27265,
2023,439,North Carolina,,27265,
2024,90,North Carolina,,27265,
2020,1,North Carolina,,27268,
2021,1,North Carolina,,27268,
2023,1,North Carolina,,27268,
2020,91,North Carolina,,27278,
2021,112,North Carolina,,27278,
2022,248,North Carolina,,27278,
2023,692,North Carolina,,27278,
2024,125,North Carolina,,27278,
2022,9,North Carolina,,27281,
2023,31,North Carolina,,27281,
2024,3,North Carolina,,27281,
2020,10,North Carolina,,27282,
2021,17,North Carolina,,27282,
2022,50,North Carolina,,27282,
2023,134,North Carolina,,27282,
2024,31,North Carolina,,27282,
2020,4,North Carolina,,27283,
2021,5,North Carolina,,27283,
2022,7,North Carolina,,27283,
2023,14,North Carolina,,27283,
2024,1,North Carolina,,27283,
2020,32,North Carolina,,27284,
2021,42,North Carolina,,27284,
2022,127,North Carolina,,27284,
2023,346,North Carolina,,27284,
2024,68,North Carolina,,27284,
2021,1,North Carolina,,27285,
2023,2,North Carolina,,27285,
2020,3,North Carolina,,27288,
2021,5,North Carolina,,27288,
2022,13,North Carolina,,27288,
2023,44,North Carolina,,27288,
2024,10,North Carolina,,27288,
2021,3,North Carolina,,27291,
2022,2,North Carolina,,27291,
2023,5,North Carolina,,27291,
2024,2,North Carolina,,27291,
2019,2,North Carolina,,27292,
2020,8,North Carolina,,27292,
2021,16,North Carolina,,27292,
2022,40,North Carolina,,27292,
2023,115,North Carolina,,27292,
2024,20,North Carolina,,27292,
2020,19,North Carolina,,27295,
2021,20,North Carolina,,27295,
2022,65,North Carolina,,27295,
2023,137,North Carolina,,27295,
2024,26,North Carolina,,27295,
2020,10,North Carolina,,27298,
2021,11,North Carolina,,27298,
2022,22,North Carolina,,27298,
2023,55,North Carolina,,27298,
2024,10,North Carolina,,27298,
2020,2,North Carolina,,27299,
2022,7,North Carolina,,27299,
2023,10,North Carolina,,27299,
2024,1,North Carolina,,27299,
2020,3,North Carolina,,27301,
2021,6,North Carolina,,27301,
2022,14,North Carolina,,27301,
2023,60,North Carolina,,27301,
2024,9,North Carolina,,27301,
2020,38,North Carolina,,27302,
2021,40,North Carolina,,27302,
2022,131,North Carolina,,27302,
2023,307,North Carolina,,27302,
2024,57,North Carolina,,27302,
2020,4,North Carolina,,27306,
2021,3,North Carolina,,27306,
2022,11,North Carolina,,27306,
2023,39,North Carolina,,27306,
2024,6,North Carolina,,27306,
2020,18,North Carolina,,27310,
2021,27,North Carolina,,27310,
2022,66,North Carolina,,27310,
2023,199,North Carolina,,27310,
2024,36,North Carolina,,27310,
2023,7,North Carolina,,27311,
2018,2,North Carolina,,27312,
2020,63,North Carolina,,27312,
2021,91,North Carolina,,27312,
2022,249,North Carolina,,27312,
2023,566,North Carolina,,27312,
2024,113,North Carolina,,27312,
2020,4,North Carolina,,27313,
2022,13,North Carolina,,27313,
2023,24,North Carolina,,27313,
2024,6,North Carolina,,27313,
2022,2,North Carolina,,27314,
2023,1,North Carolina,,27314,
2024,1,North Carolina,,27315,
2020,5,North Carolina,,27316,
2021,3,North Carolina,,27316,
2022,7,North Carolina,,27316,
2023,13,North Carolina,,27316,
2024,1,North Carolina,,27316,
2020,10,North Carolina,,27317,
2021,4,North Carolina,,27317,
2022,26,North Carolina,,27317,
2023,44,North Carolina,,27317,
2024,14,North Carolina,,27317,
2012,1,North Carolina,,27320,
2020,15,North Carolina,,27320,
2021,8,North Carolina,,27320,
2022,39,North Carolina,,27320,
2023,102,North Carolina,,27320,
2024,15,North Carolina,,27320,
2021,1,North Carolina,,27325,
2022,1,North Carolina,,27325,
2023,11,North Carolina,,27325,
2024,2,North Carolina,,27325,
2020,1,North Carolina,,27326,
2021,1,North Carolina,,27326,
2023,2,North Carolina,,27326,
2024,1,North Carolina,,27326,
2020,23,North Carolina,,27330,
2021,33,North Carolina,,27330,
2022,78,North Carolina,,27330,
2023,193,North Carolina,,27330,
2024,38,North Carolina,,27330,
2020,20,North Carolina,,27332,
2021,40,North Carolina,,27332,
2022,75,North Carolina,,27332,
2023,206,North Carolina,,27332,
2024,39,North Carolina,,27332,
2021,1,North Carolina,,27340,
2023,1,North Carolina,,27340,
2024,1,North Carolina,,27340,
2020,2,North Carolina,,27341,
2021,1,North Carolina,,27341,
2022,4,North Carolina,,27341,
2023,8,North Carolina,,27341,
2024,2,North Carolina,,27341,
2023,2,North Carolina,,27342,
2024,1,North Carolina,,27342,
2020,4,North Carolina,,27343,
2021,7,North Carolina,,27343,
2022,5,North Carolina,,27343,
2023,32,North Carolina,,27343,
2024,4,North Carolina,,27343,
2020,10,North Carolina,,27344,
2021,13,North Carolina,,27344,
2022,21,North Carolina,,27344,
2023,42,North Carolina,,27344,
2024,14,North Carolina,,27344,
2020,7,North Carolina,,27349,
2021,3,North Carolina,,27349,
2022,16,North Carolina,,27349,
2023,36,North Carolina,,27349,
2024,7,North Carolina,,27349,
2020,2,North Carolina,,27350,
2022,7,North Carolina,,27350,
2023,12,North Carolina,,27350,
2024,1,North Carolina,,27350,
2020,2,North Carolina,,27355,
2021,3,North Carolina,,27355,
2022,2,North Carolina,,27355,
2023,15,North Carolina,,27355,
2024,2,North Carolina,,27355,
2021,1,North Carolina,,27356,
2022,1,North Carolina,,27356,
2023,3,North Carolina,,27356,
2024,4,North Carolina,,27356,
2020,3,North Carolina,,27357,
2021,11,North Carolina,,27357,
2022,31,North Carolina,,27357,
2023,97,North Carolina,,27357,
2024,19,North Carolina,,27357,
2020,38,North Carolina,,27358,
2021,34,North Carolina,,27358,
2022,136,North Carolina,,27358,
2023,298,North Carolina,,27358,
2024,66,North Carolina,,27358,
2012,1,North Carolina,,27360,
2020,14,North Carolina,,27360,
2021,24,North Carolina,,27360,
2022,44,North Carolina,,27360,
2023,131,North Carolina,,27360,
2024,22,North Carolina,,27360,
2020,5,North Carolina,,27370,
2021,8,North Carolina,,27370,
2022,25,North Carolina,,27370,
2023,70,North Carolina,,27370,
2024,20,North Carolina,,27370,
2020,4,North Carolina,,27371,
2021,5,North Carolina,,27371,
2022,8,North Carolina,,27371,
2023,19,North Carolina,,27371,
2024,1,North Carolina,,27371,
2020,7,North Carolina,,27376,
2021,8,North Carolina,,27376,
2022,41,North Carolina,,27376,
2023,93,North Carolina,,27376,
2024,14,North Carolina,,27376,
2020,11,North Carolina,,27377,
2021,14,North Carolina,,27377,
2022,47,North Carolina,,27377,
2023,95,North Carolina,,27377,
2024,24,North Carolina,,27377,
2021,2,North Carolina,,27379,
2022,4,North Carolina,,27379,
2023,9,North Carolina,,27379,
2024,1,North Carolina,,27379,
2019,4,North Carolina,,27401,
2020,13,North Carolina,,27401,
2021,19,North Carolina,,27401,
2022,45,North Carolina,,27401,
2023,99,North Carolina,,27401,
2024,16,North Carolina,,27401,
2009,1,North Carolina,,27402,
2010,5,North Carolina,,27402,
2012,3,North Carolina,,27402,
2018,1,North Carolina,,27402,
2018,2,North Carolina,,27403,
2020,29,North Carolina,,27403,
2021,32,North Carolina,,27403,
2022,58,North Carolina,,27403,
2023,199,North Carolina,,27403,
2024,49,North Carolina,,27403,
2020,22,North Carolina,,27405,
2021,18,North Carolina,,27405,
2022,52,North Carolina,,27405,
2023,140,North Carolina,,27405,
2024,32,North Carolina,,27405,
2019,11,North Carolina,,27406,
2020,26,North Carolina,,27406,
2021,26,North Carolina,,27406,
2022,69,North Carolina,,27406,
2023,182,North Carolina,,27406,
2024,43,North Carolina,,27406,
2020,28,North Carolina,,27407,
2021,40,North Carolina,,27407,
2022,97,North Carolina,,27407,
2023,238,North Carolina,,27407,
2024,53,North Carolina,,27407,
2020,39,North Carolina,,27408,
2021,49,North Carolina,,27408,
2022,84,North Carolina,,27408,
2023,291,North Carolina,,27408,
2024,61,North Carolina,,27408,
2020,15,North Carolina,,27409,
2021,17,North Carolina,,27409,
2022,30,North Carolina,,27409,
2023,133,North Carolina,,27409,
2024,21,North Carolina,,27409,
2020,87,North Carolina,,27410,
2021,98,North Carolina,,27410,
2022,235,North Carolina,,27410,
2023,576,North Carolina,,27410,
2024,107,North Carolina,,27410,
2019,5,North Carolina,,27411,
2021,2,North Carolina,,27411,
2024,1,North Carolina,,27411,
2008,5,North Carolina,,27412,
2012,3,North Carolina,,27412,
2013,3,North Carolina,,27412,
2015,3,North Carolina,,27412,
2016,6,North Carolina,,27412,
2017,3,North Carolina,,27412,
2023,2,North Carolina,,27412,
2024,2,North Carolina,,27412,
2023,1,North Carolina,,27417,
2021,1,North Carolina,,27438,
2022,1,North Carolina,,27438,
2023,2,North Carolina,,27438,
2020,43,North Carolina,,27455,
2021,60,North Carolina,,27455,
2022,144,North Carolina,,27455,
2023,433,North Carolina,,27455,
2024,74,North Carolina,,27455,
2020,10,North Carolina,,27501,
2021,22,North Carolina,,27501,
